,b,m,w
0,1,375.14296400274355,0.042093500000000006
1,1,66505.88140916843,0.042093500000000006
2,1,737683.2063550821,0.042093500000000006
3,1,6879.24933333164,0.042093500000000006
4,1,10748.89850219853,0.042093500000000006
5,1,21413.572303928453,0.042093500000000006
6,1,13.626700384805803,0.042093500000000006
7,1,72559.58634527463,0.042093500000000006
8,1,11.128784002742165,0.042093500000000006
9,1,155.57781657310002,0.042093500000000006
10,1,104101.79074759863,0.042093500000000006
11,1,12.471203565725789,0.042093500000000006
12,1,265008.0722579072,0.042093500000000006
13,1,26.349518924946956,0.042093500000000006
14,1,17800.60915305509,0.042093500000000006
15,1,1025.932898698875,0.042093500000000006
16,1,478716.3594315555,0.042093500000000006
17,1,34.780171398516934,0.042093500000000006
18,1,996702.8267523068,0.042093500000000006
19,1,80.94916355754997,0.042093500000000006
20,1,242890.54588250612,0.042093500000000006
21,1,38593.15966546575,0.042093500000000006
22,1,4.61030960276096,0.042093500000000006
23,1,363.36920920411376,0.042093500000000006
24,1,197128.766927675,0.042093500000000006
25,1,73.06763857021541,0.042093500000000006
26,1,9436.825388675514,0.042093500000000006
27,1,30417.145194649187,0.042093500000000006
28,1,121943.8488280906,0.042093500000000006
29,1,372902.24314555386,0.042093500000000006
30,1,2383.745140353434,0.042093500000000006
31,1,24000.576048759234,0.042093500000000006
32,1,1594.3399669045284,0.042093500000000006
33,1,88281.04959763469,0.042093500000000006
34,1,59.60203429026218,0.042093500000000006
35,1,1.5917992195534925,0.042093500000000006
36,1,29.713481340050514,0.042093500000000006
37,1,57701.27616225062,0.042093500000000006
38,1,147110.3514121371,0.042093500000000006
39,1,179.17819582342136,0.042093500000000006
40,1,1754.4932685996976,0.042093500000000006
41,1,33808.06385915781,0.042093500000000006
42,1,453.9793750628115,0.042093500000000006
43,1,17221.125132752768,0.042093500000000006
44,1,716302.9645077793,0.042093500000000006
45,1,897.8376520361331,0.042093500000000006
46,1,3.801771868315394,0.042093500000000006
47,1,9.414649970975775,0.042093500000000006
48,1,1.1532269838689388,0.042093500000000006
49,1,638035.8910918494,0.042093500000000006
50,1,3.082009522662128,0.042093500000000006
51,1,16.173795952179756,0.042093500000000006
52,1,2074.3878674570756,0.042093500000000006
53,1,944262.3928687486,0.042093500000000006
54,1,6.281963829199313,0.042093500000000006
55,1,49694.25347708502,0.042093500000000006
56,1,580.0073675130724,0.042093500000000006
57,1,5.1435239301420665,0.042093500000000006
58,1,1.9344431622816605,0.042093500000000006
59,1,2.346737939105706,0.042093500000000006
60,1,1.4578802062996687,0.042093500000000006
61,1,1267.440430855257,0.042093500000000006
62,1,138.17735814567385,0.042093500000000006
63,1,8145.453281072689,0.042093500000000006
64,1,3443.5095863112697,0.042093500000000006
65,1,5163.323720334475,0.042093500000000006
66,1,266.20185973163393,0.042093500000000006
67,1,529.2937053906924,0.042093500000000006
68,1,840.3883352120596,0.042093500000000006
69,1,127949.96625144468,0.042093500000000006
70,1,2.65094809735748,0.042093500000000006
71,1,305.29703360475384,0.042093500000000006
72,1,6602.825468877516,0.042093500000000006
73,1,3.879365677791588,0.042093500000000006
74,1,4050.6729535398267,0.042093500000000006
75,1,726.0928513100808,0.042093500000000006
76,1,3115.1130017904457,0.042093500000000006
77,1,7.501948410971129,0.042093500000000006
78,1,35.647942661903464,0.042093500000000006
79,1,176980.25165766937,0.042093500000000006
80,1,101.64110004112993,0.042093500000000006
81,1,1.9057850266507004,0.042093500000000006
82,1,7.814499889130011,0.042093500000000006
83,1,226.18859877705185,0.042093500000000006
84,1,295285.3082774675,0.042093500000000006
85,1,62.98555594242322,0.042093500000000006
86,1,542193.2563623699,0.042093500000000006
87,1,45.58350005105747,0.042093500000000006
88,1,48.7407172994786,0.042093500000000006
89,1,44108.59264293069,0.042093500000000006
90,1,19.848003396189316,0.042093500000000006
91,1,20.64420757357722,0.042093500000000006
92,1,14873.6333960912,0.042093500000000006
93,1,109.19330002644583,0.042093500000000006
94,1,12709.613792984455,0.042093500000000006
95,1,2641.512535551523,0.042093500000000006
96,1,1400.602511902105,0.042093500000000006
97,1,206.01751463734033,0.042093500000000006
98,1,4655.893740123527,0.042093500000000006
99,1,356830.3489449737,0.042093500000000006
