,t_HAF,k_txn2,k_dHAF,k_bHS,k_bHH,k_txnH,k_dH1R,k_dH1P,k_dHP,k_txnBH
0,45.41112395482343,1.0,0.015026962463291934,0.0,0.00014009992383161418,0.21017968793434005,0.0004582351805122859,0.0006820323072813727,2.16543491569565,137.09196398478443
1,37.513298123573826,1.0,0.6185798581589053,0.0,0.8187381142941507,753.737088968544,5.9253330246709925,0.002422422353274087,0.10106306468535674,0.0196557382734602
2,57.771096959172446,1.0,0.05528616186033084,0.0,0.3688238363245179,249.60333539341536,3.028101221953649,0.0017227870697643921,0.08665714065863378,0.029613285561177868
3,31.54174628950983,1.0,0.017890581918390346,0.0,2.0773209813696973,2.4287027915740818,0.0008881699940782236,0.7023122152962603,2.294399178097596e-05,0.0027750399736884406
4,57.69921295591821,1.0,0.004868672877591862,0.0,0.0012551721465276803,0.006825622616402776,0.04030829225557263,0.00011903977668978953,0.0025209590597230873,993.1176191543269
5,62.760695851680495,1.0,1.9325521933194925e-05,0.0,34.51435331243581,1.8183200733140406,10.718479494112396,0.009822249312852433,0.003693392821458913,0.023971271526684546
6,53.15269451029958,1.0,0.024789471091516736,0.0,0.008047154696526204,0.01176284817500057,0.9998948760350169,0.8533263124946774,0.04413842613918059,0.01784600681466045
7,59.894497821288795,1.0,0.002519197646750902,0.0,0.00014322515456610595,1.0609514045491029,0.13731919486102181,0.09055302325553345,2.0209427969227866e-05,0.0012267088079755707
8,62.68846541468056,1.0,0.31310419726735256,0.0,0.7107959188365124,0.0028642401796786293,0.019827774649889753,0.0003293388123958652,0.00012626917976525634,0.8983787187324859
9,31.13367829122309,1.0,6.929849429620057e-05,0.0,1.3558059968210536,0.002328116596807646,0.11604090330857213,0.00013962609164218622,0.0005398949029621666,0.014325317683835005
10,25.463970146897157,1.0,0.00024625884914040086,0.0,0.033171040999853664,19.590424941089513,0.00016365138844736787,0.0008788803129143149,0.40754140823085566,5.111179070651333
11,43.70980814961261,1.0,0.584957863121585,0.0,0.007305783914104557,23.014276089633174,0.0014591284093358522,0.0032073889095595594,0.00011788260748550826,690.0141548144313
12,24.467139870854275,1.0,0.17649515909621516,0.0,0.04352254676284206,0.004011380920964602,25.277217648672526,0.9261272681324856,0.01731769894959805,11.343583913157422
13,66.56142014650611,1.0,0.0027931083871482426,0.0,8.574931082663332,0.026323098181026166,6.305985532782611,0.0058107512643943,6.888156990391765,0.0011043445407388302
14,42.02141424704269,1.0,0.07376001993173757,0.0,8.192329207730088,0.7157487242755843,0.011111723710844838,0.0009398908674584162,0.006175002727129829,0.17125710657765528
15,44.15119903884528,1.0,0.002005428768035884,0.0,0.00011042072980500104,27.07738720351825,15.115327270561687,0.017072689529599974,0.00018938486135252984,466.0845189160293
16,30.754324793094774,1.0,0.0001920556338780542,0.0,1.743537852664757,1.0351109620283856,0.06271058810437584,0.01549453411639957,3.461596673988373,75.51038255432282
17,60.886543419762354,1.0,0.02097167554826421,0.0,67.87032682626678,0.01795211025805561,0.03906748870937638,0.0011934980338957854,0.6592551001506325,0.0019076509423755499
18,45.45427421395112,1.0,0.8751419698333197,0.0,0.0023046304088206147,35.355552238161145,0.0003021543196353074,5.813609878619681,0.0015987241201960143,10.129333599718326
19,63.869868630790045,1.0,0.05879414869500089,0.0,0.09733979432937194,0.0027340649283720073,0.00044191066003763696,4.252537468151052e-05,6.346771298793931,1.2910099776963202
20,31.232067203219035,1.0,1.17402242881394e-05,0.0,1.601968181316322,338.3884789591157,3.1352451915002884,0.36239788000676415,6.11744895606044e-05,1.9080452552356104
21,47.240803889379045,1.0,0.9236555606202297,0.0,4.754927371982176,109.65758401334469,0.001737236664306982,3.012511806518806,4.0566974538939006e-05,855.7263672388859
22,25.64905163808776,1.0,0.0005393479600439701,0.0,17.603294930401407,0.8709505561065034,0.2991327623251846,1.0674088709106213,0.06315911598857446,97.04936213598354
23,64.50291909958499,1.0,5.576474448982356e-05,0.0,0.004754208275851979,0.0016934310907644823,18.96621942537702,0.31469950534541863,0.00012117500336085197,0.21034104343624815
24,43.292167066814635,1.0,0.00873223111898639,0.0,0.1906927285365399,0.07722817651857317,0.010564815672124412,0.6285794949335524,0.008613097165350013,59.869292136733165
