,t_HAF,k_txn2,k_dHAF,k_bHS,k_bHH,k_txnH,k_dH1R,k_dH1P,k_dHP,k_txnBH
0,0.0,1.0,0.0,0.00010827925294969668,0.00020937290717603857,0.7839145179193077,0.0028253458391524875,0.06089481232575976,0.37623579076853025,8.789209944759829
1,0.0,1.0,0.0,2.3847757815299717,0.0002835240647824139,0.0010832804311369077,2.5876670958037424,7.953721027841292e-05,4.451691008234238e-05,0.007570829621941109
2,0.0,1.0,0.0,28.499525138669238,0.010223977916646747,0.257937850703648,0.033360418508715545,0.0005851606021768474,0.00021662882275887957,10.102736741870892
3,0.0,1.0,0.0,0.45906808991290066,0.0002581450896208363,36.35664794893855,0.7063282725982555,1.0778513109155887,4.309695210677943e-05,77.99997183689948
4,0.0,1.0,0.0,76.67480565394324,0.0011743956659039086,0.004805871828749134,0.0001310469789984994,2.463132897252986e-05,0.1836353732038619,5.999240161811645
5,0.0,1.0,0.0,0.00036311600769880917,0.0031735536107802198,384.02023753909066,0.00317110145361334,2.8826967643303563e-05,0.017635168501786213,47.54981091468201
6,0.0,1.0,0.0,0.10925705226657173,0.00041243398471175953,0.010267129531175563,0.04344173794801917,0.20000676996699637,0.006935422862735761,9.27965776081578
7,0.0,1.0,0.0,0.2322820746232909,22.3865717911241,0.04228291053432992,0.000981091204323031,0.015510428268524843,0.11931752939670454,0.1227011901613808
8,0.0,1.0,0.0,0.02055135079877696,35.9698285895536,0.0027223664568969434,2.276701546139001,1.0436477247106629e-05,2.865231514883392,2.089979010320855
9,0.0,1.0,0.0,0.828640572315023,0.48699290079332164,0.14780797848338736,1.2662407323718128,0.0005381690202867282,1.5301149408334816e-05,120.4477792487444
10,0.0,1.0,0.0,0.005990605551727107,3.5525949801650287,0.371326276082243,5.5410882772272085,4.763175201617318,4.406345145869227,0.0013162707216158448
11,0.0,1.0,0.0,0.0010216742030119657,0.00015790447146813233,70.7812273055491,0.001619553717468413,0.0001688240575473921,4.142588371593746,0.08693935656488756
12,0.0,1.0,0.0,0.000933826106913071,0.2554960234104934,0.03489051616029525,0.6222609987554494,0.00018145471485475157,3.0464299912990376e-05,0.18415612099119563
13,0.0,1.0,0.0,0.913696560754403,4.198897188648707,684.4513849682339,10.709410794684528,0.000256209643711647,0.002857864627984708,0.2141040059049922
14,0.0,1.0,0.0,0.0018969764570966581,0.19263013633930318,4.1314159664278005,1.8282933790828493,0.00015713692711451745,0.0003237642042078263,1.4526263025060504
15,0.0,1.0,0.0,1.7143860443812502,0.0007795117617149163,67.71666700267782,0.001562571887910078,0.03565567184348061,0.007075335391472172,0.08070536681578888
16,0.0,1.0,0.0,15.420542393029908,0.03766824799162,36.85954952307597,28.016014684260355,0.0009515615818003872,0.0007051601307047405,0.7225215721171502
17,0.0,1.0,0.0,2.608825380148772,16.67317082878018,44.030099729324306,57.54911816316946,2.98697890222534e-05,0.11594499062168266,0.00321961197471015
