,e,b,k_bind,m,km,n
0,0.5859333732807102,1,1,307.26981075,4.057956154645597,1.9774947744610603
1,12.466992687517479,1,1,307.26981075,377.5704758312354,2.14529581221312
2,0.15352166957101568,1,1,307.26981075,2.0895566166226693,2.579147498239038
3,1591.419063296109,1,1,307.26981075,81.69942128846922,1.6283313574328975
4,24.581939604139823,1,1,307.26981075,432.80640870521864,1.7009721943680618
5,5159.627817340981,1,1,307.26981075,3340.0229242338896,1.3977551596210753
6,35.83418581119794,1,1,307.26981075,7.557218799406937,1.5371998349997296
7,0.26148997774996086,1,1,307.26981075,3.672693671892191,1.7279742960801663
8,600.5393185000072,1,1,307.26981075,60081.09240610906,1.2523751005271266
9,4.0589766377186685,1,1,307.26981075,5211.2679135511,2.0710380088889786
10,9800.577351620635,1,1,307.26981075,171.83918221335048,1.276221504343715
11,1014.2732716120449,1,1,307.26981075,154.05977706720878,1.4748829509913985
12,0.06801475725155189,1,1,307.26981075,84899.86333096134,1.9027774895952698
13,322.72640383954587,1,1,307.26981075,18539.610897735427,1.7563672851287322
14,479.3735967507372,1,1,307.26981075,56150.801876356905,2.5085158673040784
15,0.023602141921211416,1,1,307.26981075,0.29529090217738907,1.2303484477282904
16,685.2011162476106,1,1,307.26981075,2519.1476040396674,2.690615503906258
17,158.47938727809708,1,1,307.26981075,0.1709690321253227,3.2041912922867204
18,471.2260781790537,1,1,307.26981075,6185.577495850852,3.1559706104123073
19,14004.895981943848,1,1,307.26981075,3.526038459740545,2.3869473242975268
20,0.3401618921579028,1,1,307.26981075,90.04530665590705,3.1477936667889628
21,0.02555506543212025,1,1,307.26981075,15.519387284847115,1.562691109800277
22,1220.714992372883,1,1,307.26981075,0.17191795572522459,1.9465642021410183
23,13263.202064948902,1,1,307.26981075,0.7961924750621225,1.4457343446335726
24,0.17955938485963105,1,1,307.26981075,1022.1484328044297,1.562388905141138
25,8206.026445541873,1,1,307.26981075,2123.8715684885688,3.175114195780797
26,0.737038488173004,1,1,307.26981075,0.28032057635228375,1.4972106405495416
27,58.904655290678704,1,1,307.26981075,151.2958039632137,3.4330394994362785
28,14475.66387319412,1,1,307.26981075,29660.908871208263,3.585551152746241
29,2391.1186626365184,1,1,307.26981075,0.6886267236464485,3.2024124956093964
30,1.664120221811645,1,1,307.26981075,64133.03428714208,1.212427621018355
31,6829.934537787836,1,1,307.26981075,0.606410127272814,2.47616586164241
32,1.460329894234283,1,1,307.26981075,2.866021133803074,2.705460456788309
