,b,m,w
0,1,2591.4786400000003,0.010785781534670084
1,1,2591.4786400000003,1.9121187826535433
2,1,2591.4786400000003,21.20922066789099
3,1,2591.4786400000003,0.19778614435454867
4,1,2591.4786400000003,0.30904290392664296
5,1,2591.4786400000003,0.6156642531228318
6,1,2591.4786400000003,0.000391782940084264
7,1,2591.4786400000003,2.0861695984265882
8,1,2591.4786400000003,0.00031996503871316225
9,1,2591.4786400000003,0.004473036954482664
10,1,2591.4786400000003,2.993043399751269
11,1,2591.4786400000003,0.0003585611088079293
12,1,2591.4786400000003,7.619279705528343
13,1,2591.4786400000003,0.0007575782619930852
14,1,2591.4786400000003,0.511787504849743
15,1,2591.4786400000003,0.029496723053336955
16,1,2591.4786400000003,13.763632975570355
17,1,2591.4786400000003,0.0009999689889959953
18,1,2591.4786400000003,28.656325656849845
19,1,2591.4786400000003,0.00232737936553603
20,1,2591.4786400000003,6.983375982246357
21,1,2591.4786400000003,1.1095966840026112
22,1,2591.4786400000003,0.00013255157887542756
23,1,2591.4786400000003,0.01044727286121442
24,1,2591.4786400000003,5.667673442664509
25,1,2591.4786400000003,0.0021007766704823853
26,1,2591.4786400000003,0.27131932833568434
27,1,2591.4786400000003,0.8745270855604437
28,1,2591.4786400000003,3.506022607815729
29,1,2591.4786400000003,10.721358293493012
30,1,2591.4786400000003,0.0685353499472686
31,1,2591.4786400000003,0.6900435162266818
32,1,2591.4786400000003,0.04583906463696761
33,1,2591.4786400000003,2.5381793235618284
34,1,2591.4786400000003,0.0017136254243381773
35,1,2591.4786400000003,4.576601529713548e-05
36,1,2591.4786400000003,0.0008542959594623695
37,1,2591.4786400000003,1.65897649343398
38,1,2591.4786400000003,4.229587821373221
39,1,2591.4786400000003,0.005151574363296935
40,1,2591.4786400000003,0.050443651927394764
41,1,2591.4786400000003,0.9720198054744401
42,1,2591.4786400000003,0.013052416893090729
43,1,2591.4786400000003,0.4951266884529107
44,1,2591.4786400000003,20.594514702829276
45,1,2591.4786400000003,0.025813840849197023
46,1,2591.4786400000003,0.00010930521094887035
47,1,2591.4786400000003,0.0002706817601718106
48,1,2591.4786400000003,3.3156570964785304e-05
49,1,2591.4786400000003,18.344248441095434
50,1,2591.4786400000003,8.861123515290942e-05
51,1,2591.4786400000003,0.0004650147982657254
52,1,2591.4786400000003,0.05964098091520797
53,1,2591.4786400000003,27.148604287331548
54,1,2591.4786400000003,0.00018061351530492198
55,1,2591.4786400000003,1.4287655986223902
56,1,2591.4786400000003,0.016675863216907755
57,1,2591.4786400000003,0.00014788208963571094
58,1,2591.4786400000003,5.5617413470811435e-05
59,1,2591.4786400000003,6.747135134895123e-05
60,1,2591.4786400000003,4.191569326288357e-05
61,1,2591.4786400000003,0.03644033583770734
62,1,2591.4786400000003,0.00397275423240033
63,1,2591.4786400000003,0.23419092991403978
64,1,2591.4786400000003,0.09900476798019832
65,1,2591.4786400000003,0.14845135584070382
66,1,2591.4786400000003,0.007653602436129643
67,1,2591.4786400000003,0.015217788474844715
68,1,2591.4786400000003,0.024162108469708832
69,1,2591.4786400000003,3.678705229152055
70,1,2591.4786400000003,7.621773505430322e-05
71,1,2591.4786400000003,0.008777632592409821
72,1,2591.4786400000003,0.18983864780240853
73,1,2591.4786400000003,0.00011153612011620031
74,1,2591.4786400000003,0.11646139668757823
75,1,2591.4786400000003,0.020875984943326688
76,1,2591.4786400000003,0.0895629973560596
77,1,2591.4786400000003,0.00021568944218425547
78,1,2591.4786400000003,0.0010249183874042336
79,1,2591.4786400000003,5.088381000040818
80,1,2591.4786400000003,0.0029222957783613304
81,1,2591.4786400000003,5.4793459885734416e-05
82,1,2591.4786400000003,0.000224675648204996
83,1,2591.4786400000003,0.006503176245162323
84,1,2591.4786400000003,8.489784245174267
85,1,2591.4786400000003,0.001810905471839662
86,1,2591.4786400000003,15.58866505264678
87,1,2591.4786400000003,0.0013105768208749686
88,1,2591.4786400000003,0.0014013503626085502
89,1,2591.4786400000003,1.2681715764364645
90,1,2591.4786400000003,0.0005706523887493788
91,1,2591.4786400000003,0.0005935441530588244
92,1,2591.4786400000003,0.42763366457764534
93,1,2591.4786400000003,0.0031394300097450758
94,1,2591.4786400000003,0.3654156705979358
95,1,2591.4786400000003,0.07594645205538976
96,1,2591.4786400000003,0.04026889522090512
97,1,2591.4786400000003,0.005923234922187688
98,1,2591.4786400000003,0.13386217401972417
99,1,2591.4786400000003,10.25927328503069
